Date,Statut,Aeroport_Depart,Code_IATA_Depart,Retard_Depart,Aeroport_Arrivee,Code_IATA_Arrivee,Retard_Arrivee,Compagnie,Numero_Vol,Code_IATA_Vol,Anomalie_ISO,Anomalie_DBSCAN,Anomalie_Final
2025-03-15,2,Christchurch International,CHC,5,Auckland International,AKL,0,ANA,7955.0,NH7955,1,0,1
2025-03-15,2,Christchurch International,CHC,5,Auckland International,AKL,0,Etihad Airways,4497.0,EY4497,1,0,1
2025-03-15,2,Christchurch International,CHC,5,Auckland International,AKL,0,EVA Air,3260.0,BR3260,1,0,1
2025-03-15,2,Christchurch International,CHC,3,Wellington International,WLG,0,Jetstar,288.0,JQ288,1,0,1
2025-03-15,2,Christchurch International,CHC,3,Wellington International,WLG,0,Qantas,5813.0,QF5813,1,0,1
2025-03-15,2,Christchurch International,CHC,3,Wellington International,WLG,0,Fiji Airways,5554.0,FJ5554,1,0,1
2025-03-15,2,Christchurch International,CHC,48,Auckland International,AKL,34,Jetstar,226.0,JQ226,-1,0,1
2025-03-15,2,Christchurch International,CHC,48,Auckland International,AKL,34,Qantas,5593.0,QF5593,-1,0,1
2025-03-15,2,Christchurch International,CHC,48,Auckland International,AKL,34,Fiji Airways,5512.0,FJ5512,-1,0,1
2025-03-15,2,Christchurch International,CHC,48,Auckland International,AKL,34,Emirates,7486.0,EK7486,-1,0,1
2025-03-15,2,Christchurch International,CHC,48,Auckland International,AKL,34,American Airlines,9037.0,AA9037,-1,0,1
2025-03-15,2,Hangzhou,HGH,23,Shenzhen,SZX,20,SF Airlines,7223.0,O37223,-1,0,1
2025-03-15,2,Shenzhen,SZX,36,Beijing Capital International,PEK,13,SF Airlines,6811.0,O36811,1,0,1
2025-03-15,2,Noibai International,HAN,9,Ninoy Aquino International,MNL,0,Vietnam Airlines,647.0,VN647,1,0,1
2025-03-15,2,Mactan-Cebu International,CEB,16,Ninoy Aquino International,MNL,0,Cebu Pacific Air,6512.0,5J6512,1,0,1
2025-03-15,2,Hawkes Bay,NPE,5,Auckland International,AKL,0,Air New Zealand,5006.0,NZ5006,1,0,1
2025-03-15,2,Sydney Kingsford Smith Airport,SYD,23,Canberra,CBR,25,empty,,,-1,0,1
2025-03-15,2,Auckland International,AKL,6,Christchurch International,CHC,0,Emirates,7525.0,EK7525,1,0,1
2025-03-15,2,Seoul (Incheon),ICN,28,Shanghai Pudong International,PVG,10,Korean Air,249.0,KE249,1,0,1
2025-03-15,2,Seoul (Incheon),ICN,11,Hong Kong International,HKG,0,Atlas Air,8579.0,5Y8579,1,0,1
2025-03-15,2,Beijing Capital International,PEK,14,Seoul (Incheon),ICN,0,Korean Air,854.0,KE854,1,0,1
2025-03-15,2,Dubbo,DBO,4,Sydney Kingsford Smith Airport,SYD,0,Rex Regional Express,6821.0,ZL6821,1,0,1
2025-03-15,2,Nelson,NSN,10,Auckland International,AKL,0,Singapore Airlines,4410.0,SQ4410,1,0,1
2025-03-15,2,Nelson,NSN,10,Auckland International,AKL,0,Air New Zealand,5062.0,NZ5062,1,0,1
2025-03-15,2,Nelson,NSN,10,Wellington International,WLG,0,Air New Zealand,5300.0,NZ5300,1,0,1
2025-03-15,2,Shenzhen,SZX,42,Hangzhou,HGH,15,SF Airlines,7224.0,O37224,-1,0,1
2025-03-15,2,Wellington International,WLG,9,Auckland International,AKL,0,Air New Zealand,402.0,NZ402,1,0,1
2025-03-15,2,Wellington International,WLG,9,Auckland International,AKL,0,Turkish Airlines,8746.0,TK8746,1,0,1
2025-03-15,2,Wellington International,WLG,9,Auckland International,AKL,0,Singapore Airlines,4293.0,SQ4293,1,0,1
2025-03-15,2,Wellington International,WLG,9,Auckland International,AKL,0,Qantas,8534.0,QF8534,1,0,1
2025-03-15,2,Wellington International,WLG,9,Auckland International,AKL,0,Asiana Airlines,6558.0,OZ6558,1,0,1
2025-03-15,2,Wellington International,WLG,9,Auckland International,AKL,0,ANA,7957.0,NH7957,1,0,1
2025-03-15,2,Wellington International,WLG,9,Auckland International,AKL,0,Asiana Airlines,6558.0,OZ6558,1,0,1
2025-03-15,2,Wellington International,WLG,9,Auckland International,AKL,0,ANA,7957.0,NH7957,1,0,1
2025-03-15,2,Wellington International,WLG,9,Auckland International,AKL,0,Etihad Airways,4518.0,EY4518,1,0,1
2025-03-15,2,Wellington International,WLG,9,Auckland International,AKL,0,EVA Air,3300.0,BR3300,1,0,1
2025-03-15,2,Shanghai Pudong International,PVG,18,Shenzhen,SZX,7,SF Airlines,7203.0,O37203,1,0,1
2025-03-15,2,Shanghai Pudong International,PVG,11,Beijing Capital International,PEK,0,SF Airlines,7201.0,O37201,1,0,1
2025-03-15,2,Wuxi,WUX,53,Shenzhen,SZX,32,SF Airlines,6840.0,O36840,-1,0,1
2025-03-15,2,Auckland International,AKL,24,Rotorua,ROT,7,Air China LTD,5962.0,CA5962,1,0,1
2025-03-15,2,Auckland International,AKL,24,Rotorua,ROT,7,Etihad Airways,4483.0,EY4483,1,0,1
2025-03-15,2,Auckland International,AKL,24,Rotorua,ROT,7,Singapore Airlines,4418.0,SQ4418,1,0,1
2025-03-15,2,Auckland International,AKL,24,Rotorua,ROT,7,Air New Zealand,5151.0,NZ5151,1,0,1
2025-03-15,2,Beijing Capital International,PEK,15,Hangzhou,HGH,0,SF Airlines,7119.0,O37119,1,0,1
2025-03-15,2,Bandar Seri Begwan International Airport,BWN,6,Soekarno-Hatta International,CGK,0,Royal Brunei Airlines,737.0,BI737,1,0,1
2025-03-15,2,Perth International,PER,7,Melbourne - Tullamarine Airport,MEL,0,Jetstar,971.0,JQ971,1,0,1
2025-03-15,2,Queenstown,ZQN,9,Auckland International,AKL,0,EVA Air,3232.0,BR3232,1,0,1
2025-03-15,2,Queenstown,ZQN,9,Auckland International,AKL,0,Etihad Airways,4523.0,EY4523,1,0,1
2025-03-15,2,Queenstown,ZQN,9,Auckland International,AKL,0,ANA,7977.0,NH7977,1,0,1
2025-03-15,2,Queenstown,ZQN,9,Auckland International,AKL,0,Singapore Airlines,4457.0,SQ4457,1,0,1
2025-03-15,2,Queenstown,ZQN,9,Auckland International,AKL,0,Turkish Airlines,8726.0,TK8726,1,0,1
2025-03-15,2,Queenstown,ZQN,9,Auckland International,AKL,0,Air New Zealand,638.0,NZ638,1,0,1
2025-03-15,2,Dunedin International,DUD,5,Wellington International,WLG,0,Etihad Airways,4620.0,EY4620,1,0,1
2025-03-15,2,Dunedin International,DUD,5,Wellington International,WLG,0,Qantas,8571.0,QF8571,1,0,1
2025-03-15,2,Dunedin International,DUD,5,Wellington International,WLG,0,Air New Zealand,5680.0,NZ5680,1,0,1
2025-03-15,2,Lohegaon,PNQ,4,Hyderabad Airport,HYD,0,IndiGo,336.0,6E336,1,0,1
2025-03-15,2,Tauranga,TRG,10,Christchurch International,CHC,14,Air New Zealand,5807.0,NZ5807,1,0,1
2025-03-15,2,Jinjiang,JJN,19,Hangzhou,HGH,13,SF Airlines,7067.0,O37067,1,0,1
2025-03-15,2,Auckland International,AKL,8,Palmerston North,PMR,0,Air New Zealand,5119.0,NZ5119,1,0,1
2025-03-15,2,Auckland International,AKL,8,Palmerston North,PMR,0,Singapore Airlines,4413.0,SQ4413,1,0,1
2025-03-15,2,Auckland International,AKL,13,Queenstown,ZQN,0,Jetstar,299.0,JQ299,1,0,1
2025-03-15,2,Auckland International,AKL,13,Queenstown,ZQN,0,Qantas,5823.0,QF5823,1,0,1
2025-03-15,2,Auckland International,AKL,13,Queenstown,ZQN,0,Emirates,7571.0,EK7571,1,0,1
2025-03-15,2,Auckland International,AKL,13,Queenstown,ZQN,0,American Airlines,9041.0,AA9041,1,0,1
2025-03-15,2,Woodbourne Air Station,BHE,5,Wellington International,WLG,0,Sounds Air,212.0,S8212,1,0,1
2025-03-15,2,Francisco Bangoy International,DVO,76,Ninoy Aquino International,MNL,36,Cebu Pacific Air,954.0,5J954,-1,0,1
2025-03-15,2,Francisco Bangoy International,DVO,15,Ninoy Aquino International,MNL,0,Cebu Pacific Air,976.0,5J976,1,0,1
2025-03-15,2,Ninoy Aquino International,MNL,13,Suvarnabhumi International,BKK,0,Cebu Pacific Air,931.0,5J931,1,0,1
2025-03-15,2,Darwin,DRW,16,Melbourne - Tullamarine Airport,MEL,0,Qantas,839.0,QF839,1,0,1
2025-03-15,2,Darwin,DRW,16,Melbourne - Tullamarine Airport,MEL,0,Air New Zealand,7839.0,NZ7839,1,0,1
2025-03-15,2,Darwin,DRW,16,Melbourne - Tullamarine Airport,MEL,0,Cathay Pacific,9042.0,CX9042,1,0,1
2025-03-15,2,Darwin,DRW,16,Melbourne - Tullamarine Airport,MEL,0,China Eastern Airlines,4103.0,MU4103,1,0,1
2025-03-15,2,Nelson,NSN,22,Wellington International,WLG,8,Sounds Air,330.0,S8330,1,0,1
2025-03-15,2,Kununurra,KNX,17,Broome,BME,12,Thai AirAsia,608.0,FD608,1,0,1
2025-03-15,2,Wellington International,WLG,8,Nelson,NSN,2,Sounds Air,359.0,S8359,1,0,1
2025-03-15,2,Vladivostok,VVO,36,Harbin,HRB,19,Aurora,5472.0,HZ5472,-1,0,1
2025-03-15,2,Vladivostok,VVO,5,Beijing Daxing International Airport,PKX,2,Rossiya Airlines,6611.0,FV6611,1,0,1
2025-03-15,2,Guangzhou Baiyun International,CAN,60,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,31,SF Airlines,7911.0,O37911,-1,0,1
2025-03-15,2,Sydney Bankstown,BWU,2,Canberra,CBR,1,Mandarin Airlines,950.0,AE950,1,0,1
2025-03-15,2,Madras International (Meenambakkam),MAA,6,Bandaranaike International,CMB,0,IndiGo,1171.0,6E1171,1,0,1
2025-03-15,2,Wellington International,WLG,2,Woodbourne Air Station,BHE,0,Sounds Air,215.0,S8215,1,0,1
2025-03-15,2,Geraldton,GET,31,Jandakot,JAD,0,Thai AirAsia,614.0,FD614,1,0,1
2025-03-15,2,Gladstone,GLT,8,Gladstone,GLT,0,empty,,,1,0,1
2025-03-15,2,Maroochydore,MCY,5,Canberra,CBR,17,empty,,,-1,0,1
2025-03-15,2,Brisbane International,BNE,16,Rockhampton,ROK,17,Thai AirAsia,471.0,FD471,-1,0,1
2025-03-15,2,Wellington International,WLG,3,Woodbourne Air Station,BHE,0,Sounds Air,281.0,S8281,1,0,1
2025-03-14,2,Salt Lake City International,SLC,17,Newark Liberty International,EWR,0,United Airlines,2315.0,UA2315,1,0,1
2025-03-14,2,Gen Belgrano,SLA,29,Aeroparque Jorge Newbery,AEP,1,Aerolineas Argentinas,1195.0,AR1195,1,0,1
2025-03-14,2,Gen Belgrano,SLA,29,Aeroparque Jorge Newbery,AEP,1,LATAM Airlines,8380.0,LA8380,1,0,1
2025-03-14,2,Saidpur,SPD,25,Zia International,DAC,2,Biman Bangladesh Airlines,492.0,BG492,1,0,1
2025-03-14,2,Ninoy Aquino International,MNL,17,Iloilo International,ILO,0,China Airlines,8943.0,CI8943,1,0,1
2025-03-14,2,Changchun,CGQ,2,Weihai,WEH,0,Chengdu Airlines,2722.0,EU2722,1,0,1
2025-03-14,2,Changchun,CGQ,13,Shanghai Pudong International,PVG,0,Shanghai Airlines,9068.0,FM9068,1,0,1
2025-03-14,2,Changchun,CGQ,4,Zhengzhou,CGO,0,Lucky Air,9638.0,8L9638,1,0,1
2025-03-14,2,Changchun,CGQ,11,Hangzhou,HGH,6,Xiamen Airlines,8044.0,MF8044,1,0,1
2025-03-14,2,Changchun,CGQ,10,Taiyuan,TYN,2,Shandong Airlines,2268.0,SC2268,1,0,1
2025-03-14,2,Changchun,CGQ,1,Yulin,UYN,3,Air China LTD,9092.0,CA9092,1,0,1
2025-03-14,2,Changchun,CGQ,1,Yulin,UYN,3,Xiamen Airlines,2468.0,MF2468,1,0,1
2025-03-14,2,Changchun,CGQ,1,Yulin,UYN,3,Loong Air,3740.0,GJ3740,1,0,1
2025-03-14,2,Changchun,CGQ,6,Qingdao,TAO,0,Tibet Airlines,3215.0,TV3215,1,0,1
2025-03-14,2,Changchun,CGQ,6,Qingdao,TAO,0,China Express Air,6537.0,G56537,1,0,1
2025-03-14,2,Changchun,CGQ,6,Qingdao,TAO,0,Air China LTD,4815.0,CA4815,1,0,1
2025-03-14,2,Changchun,CGQ,6,Qingdao,TAO,0,Shenzhen Airlines,2705.0,ZH2705,1,0,1
2025-03-14,2,Changchun,CGQ,1,Beijing Capital International,PEK,0,Shenzhen Airlines,1628.0,ZH1628,1,0,1
2025-03-14,2,Changchun,CGQ,1,Beijing Capital International,PEK,0,Air New Zealand,3959.0,NZ3959,1,0,1
2025-03-14,2,Almeria,LEI,58,San Pablo,SVQ,35,Iberia,2300.0,IB2300,-1,0,1
2025-03-14,2,Almeria,LEI,21,Barajas,MAD,0,Iberia,1036.0,IB1036,1,0,1
2025-03-14,2,Almeria,LEI,21,Barajas,MAD,0,Finnair,5618.0,AY5618,1,0,1
2025-03-14,2,Almeria,LEI,21,Barajas,MAD,0,Japan Airlines,7842.0,JL7842,1,0,1
2025-03-14,2,Almeria,LEI,21,Barajas,MAD,0,Qatar Airways,6533.0,QR6533,1,0,1
2025-03-14,2,Almeria,LEI,33,Barajas,MAD,2,American Airlines,8538.0,AA8538,1,0,1
2025-03-14,2,Chengdu Tianfu International Airport,TFU,6,Zhengzhou,CGO,0,Air China LTD,2695.0,CA2695,1,0,1
2025-03-14,2,Chengdu Tianfu International Airport,TFU,6,Zhengzhou,CGO,0,Shenzhen Airlines,4295.0,ZH4295,1,0,1
2025-03-14,2,Shenyang,SHE,5,Zhengzhou,CGO,0,Shandong Airlines,9016.0,SC9016,1,0,1
2025-03-14,2,Shenyang,SHE,5,Zhengzhou,CGO,0,Juneyao Airlines,5009.0,HO5009,1,0,1
2025-03-14,2,Shenyang,SHE,5,Zhengzhou,CGO,0,Air China LTD,3326.0,CA3326,1,0,1
2025-03-14,2,Shanghai Hongqiao International,SHA,5,Zhengzhou,CGO,0,China Eastern Airlines,8443.0,MU8443,1,0,1
2025-03-14,2,Chongqing Jiangbei International,CKG,3,Zhengzhou,CGO,0,Sichuan Airlines,1200.0,3U1200,1,0,1
2025-03-14,2,Zhengzhou,CGO,8,Shanghai Pudong International,PVG,0,Suparna Airlines,7518.0,Y87518,1,0,1
2025-03-14,2,Zhengzhou,CGO,8,Shanghai Pudong International,PVG,0,Hainan Airlines,4710.0,HU4710,1,0,1
2025-03-14,2,Zhengzhou,CGO,2,Kunming,KMG,0,Lucky Air,9502.0,8L9502,1,0,1
2025-03-14,2,Zhengzhou,CGO,1,Shanghai Hongqiao International,SHA,0,Shanghai Airlines,9348.0,FM9348,1,0,1
2025-03-14,2,Zhengzhou,CGO,9,Shanghai Hongqiao International,SHA,0,China Eastern Airlines,8444.0,MU8444,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Guiyang,KWE,0,Shandong Airlines,2323.0,SC2323,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Guiyang,KWE,0,Tibet Airlines,3109.0,TV3109,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Guiyang,KWE,0,China Express Air,8453.0,G58453,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Guiyang,KWE,0,Air China LTD,4701.0,CA4701,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Guiyang,KWE,0,Shenzhen Airlines,2603.0,ZH2603,1,0,1
2025-03-14,2,Zhengzhou,CGO,5,Hangzhou,HGH,0,China Southern Airlines,3745.0,CZ3745,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Hangzhou,HGH,0,Loong Air,8782.0,GJ8782,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Hangzhou,HGH,0,China Southern Airlines,4820.0,CZ4820,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Hangzhou,HGH,0,Chengdu Airlines,7564.0,EU7564,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Hangzhou,HGH,0,Xiamen Airlines,5869.0,MF5869,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Hangzhou,HGH,0,China Express Air,9506.0,G59506,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Hangzhou,HGH,0,Sichuan Airlines,4124.0,3U4124,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Hangzhou,HGH,0,Hainan Airlines,2782.0,HU2782,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Hangzhou,HGH,0,China Eastern Airlines,4332.0,MU4332,1,0,1
2025-03-14,2,Zhengzhou,CGO,4,Hangzhou,HGH,0,Tibet Airlines,2170.0,TV2170,1,0,1
2025-03-14,2,Zhengzhou,CGO,5,Urumqi,URC,0,China Southern Airlines,8231.0,CZ8231,1,0,1
2025-03-14,2,Zhengzhou,CGO,5,Urumqi,URC,0,Sichuan Airlines,1975.0,3U1975,1,0,1
2025-03-14,2,Zhengzhou,CGO,5,Shenyang,SHE,0,Shenzhen Airlines,9389.0,ZH9389,1,0,1
2025-03-14,2,Zhengzhou,CGO,5,Shenyang,SHE,0,Shandong Airlines,9409.0,SC9409,1,0,1
2025-03-14,2,Zhengzhou,CGO,5,Shenyang,SHE,0,Air China LTD,7945.0,CA7945,1,0,1
2025-03-14,2,Zhengzhou,CGO,7,Fuzhou,FOC,12,China Southern Airlines,6917.0,CZ6917,1,0,1
2025-03-14,2,Zhengzhou,CGO,7,Fuzhou,FOC,12,Sichuan Airlines,1899.0,3U1899,1,0,1
2025-03-14,2,Zhengzhou,CGO,9,Lishe International Airport,NGB,0,Hainan Airlines,7859.0,HU7859,1,0,1
2025-03-14,2,Zhengzhou,CGO,9,Lishe International Airport,NGB,0,Urumqi Airlines,7859.0,UQ7859,1,0,1
2025-03-14,2,Zhengzhou,CGO,9,Lishe International Airport,NGB,0,Loong Air,3295.0,GJ3295,1,0,1
2025-03-14,2,Zhengzhou,CGO,7,Gonggar/Lhasa,LXA,0,Chengdu Airlines,2762.0,EU2762,1,0,1
2025-03-14,2,Zhengzhou,CGO,7,Gonggar/Lhasa,LXA,0,Loong Air,5596.0,GJ5596,1,0,1
2025-03-14,2,Zhengzhou,CGO,7,Gonggar/Lhasa,LXA,0,Sichuan Airlines,4400.0,3U4400,1,0,1
2025-03-14,2,Zhengzhou,CGO,7,Gonggar/Lhasa,LXA,0,China Southern Airlines,7104.0,CZ7104,1,0,1
2025-03-14,2,Zhengzhou,CGO,7,Gonggar/Lhasa,LXA,0,Tibet Airlines,5204.0,TV5204,1,0,1
2025-03-14,2,Zhengzhou,CGO,9,Guangzhou Baiyun International,CAN,0,China Southern Airlines,8533.0,CZ8533,1,0,1
2025-03-14,2,Zhengzhou,CGO,9,Guangzhou Baiyun International,CAN,0,Sichuan Airlines,4803.0,3U4803,1,0,1
2025-03-14,2,Chengdu Tianfu International Airport,TFU,5,Shanghai Hongqiao International,SHA,0,China Eastern Airlines,9198.0,MU9198,1,0,1
2025-03-14,2,Lawica,POZ,22,Frederic Chopin,WAW,2,LOT - Polish Airlines,3952.0,LO3952,1,0,1
2025-03-14,2,Lawica,POZ,22,Frederic Chopin,WAW,2,SAS,8193.0,SK8193,1,0,1
2025-03-14,2,Pulkovo,LED,50,Vnukovo,VKO,16,Rossiya Airlines,6007.0,FV6007,-1,0,1
2025-03-14,2,Pulkovo,LED,39,Istanbul Airport,IST,26,Rossiya Airlines,6963.0,FV6963,-1,0,1
2025-03-14,2,Cologne/bonn,CGN,43,Hurghada,HRG,13,Corendon Air,1093.0,XC1093,1,0,1
2025-03-14,2,Cologne/bonn,CGN,3,Lisbon Portela,LIS,0,Ryanair,9840.0,FR9840,1,0,1
2025-03-14,2,Cologne/bonn,CGN,15,Heathrow,LHR,0,Eurowings,460.0,EW460,1,0,1
2025-03-14,2,Cologne/bonn,CGN,15,Heathrow,LHR,0,United Airlines,9647.0,UA9647,1,0,1
2025-03-14,2,Cologne/bonn,CGN,15,Heathrow,LHR,0,Air Canada,6949.0,AC6949,1,0,1
2025-03-14,2,Cologne/bonn,CGN,14,Punta Raisi,PMO,2,Ryanair,5276.0,FR5276,1,0,1
2025-03-14,2,Cologne/bonn,CGN,12,Sur Reina Sofia,TFS,0,Eurowings,252.0,EW252,1,0,1
2025-03-14,2,Cologne/bonn,CGN,10,Alicante El Altet,ALC,0,Ryanair,1355.0,FR1355,1,0,1
2025-03-14,2,Cologne/bonn,CGN,13,Hurghada,HRG,0,Eurowings,980.0,EW980,1,0,1
2025-03-14,2,Doha International,DOH,9,Queen Alia International,AMM,0,Qatar Airways,6100.0,QR6100,1,0,1
2025-03-14,2,Queen Alia International,AMM,10,Cairo International Airport,CAI,0,EgyptAir,720.0,MS720,1,0,1
2025-03-14,2,Queen Alia International,AMM,10,Cairo International Airport,CAI,0,Air Canada,2852.0,AC2852,1,0,1
2025-03-14,2,Queen Alia International,AMM,10,Heathrow,LHR,0,British Airways,313.0,BA313,1,0,1
2025-03-14,2,Queen Alia International,AMM,10,Heathrow,LHR,0,American Airlines,7029.0,AA7029,1,0,1
2025-03-14,2,Queen Alia International,AMM,8,King Hussein International,AQJ,0,Qatar Airways,6108.0,QR6108,1,0,1
2025-03-14,2,Silampari Airport,LLJ,20,Soekarno-Hatta International,CGK,2,Super Air Jet,807.0,IU807,1,0,1
2025-03-14,2,Kidjang,TNJ,15,Soekarno-Hatta International,CGK,0,Batik Air,6825.0,ID6825,1,0,1
2025-03-14,2,Singapore Changi,SIN,14,Soekarno-Hatta International,CGK,0,Virgin Australia,5824.0,VA5824,1,0,1
2025-03-14,2,Singapore Changi,SIN,14,Soekarno-Hatta International,CGK,0,United Airlines,7677.0,UA7677,1,0,1
2025-03-14,2,Singapore Changi,SIN,14,Soekarno-Hatta International,CGK,0,SAS,8033.0,SK8033,1,0,1
2025-03-14,2,Singapore Changi,SIN,14,Soekarno-Hatta International,CGK,0,ANA,6272.0,NH6272,1,0,1
2025-03-14,2,Singapore Changi,SIN,14,Soekarno-Hatta International,CGK,0,Garuda Indonesia,8956.0,GA8956,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,17,Pangkalpinang,PGK,0,Sriwijaya Air,72.0,SJ72,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,14,Noibai International,HAN,0,VietJet Air,928.0,VJ928,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,17,Achmad Yani,SRG,0,Batik Air,6350.0,ID6350,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,10,Juanda,SUB,0,Garuda Indonesia,310.0,GA310,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,17,Adi Sumarmo,SOC,0,Garuda Indonesia,228.0,GA228,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,12,Mahmud Badaruddin Ii,PLM,0,Garuda Indonesia,108.0,GA108,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,12,Mahmud Badaruddin Ii,PLM,0,Malaysia Airlines,5900.0,MH5900,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,4,Branti,TKG,0,AirAsia,180.0,AK180,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,3,Kuala Lumpur International Airport (klia),KUL,0,AirAsia,352.0,AK352,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,14,Xiamen,XMN,0,Xiamen Airlines,868.0,MF868,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,14,Xiamen,XMN,0,Garuda Indonesia,9729.0,GA9729,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,6,Pangkalpinang,PGK,0,Lion Air,218.0,JT218,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,6,Pangkalpinang,PGK,0,,6384.0,X16384,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,19,,KNO,0,Garuda Indonesia,118.0,GA118,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,19,,KNO,0,Saudia,6191.0,SV6191,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,19,,KNO,0,Etihad Airways,7134.0,EY7134,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,5,Tan Son Nhat International,SGN,0,VietJet Air,854.0,VJ854,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,5,Tan Son Nhat International,SGN,0,FlexFlight,4854.0,W24854,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,5,Tan Son Nhat International,SGN,0,,2854.0,A12854,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,5,Tan Son Nhat International,SGN,0,,4280.0,H14280,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,13,Kidjang,TNJ,0,Citilink,974.0,QG974,1,0,1
2025-03-14,2,Soekarno-Hatta International,CGK,15,Sjamsudin Noor,BDJ,6,Garuda Indonesia,532.0,GA532,1,0,1
2025-03-14,2,Koh Samui,USM,2,Suvarnabhumi International,BKK,0,EVA Air,3898.0,BR3898,1,0,1
2025-03-14,2,Eglinton (City of Derry),LDY,14,Heathrow,LHR,0,Loganair,651.0,LM651,1,0,1
2025-03-14,2,Eglinton (City of Derry),LDY,14,Heathrow,LHR,0,KLM,3061.0,KL3061,1,0,1
2025-03-14,2,Eglinton (City of Derry),LDY,14,Heathrow,LHR,0,British Airways,4001.0,BA4001,1,0,1
2025-03-14,2,Irkutsk,IKT,3,Talakan Airport,TLK,0,IrAero,417.0,IO417,1,0,1
2025-03-14,2,Makung,MZG,13,Kaoshiung International Airport,KHH,0,Mandarin Airlines,340.0,AE340,1,0,1
